stimulus_id,condition,stimulus,pPMI_lag2
384sentences.49,lowPMI_random,sex term relative to girls indicate distinctions is used the to.,0.8708989100285669
384sentences.50,lowPMI_random,each with rough to boys traditionally other and like games fight play.,1.2277181613258792
384sentences.51,lowPMI_random,a referred male immaturely as adult is to boy behaving often an.,0.7702510921917471
384sentences.52,lowPMI_random,is broccoli the a family cabbage in plant.,1.2706202069096222
384sentences.53,lowPMI_random,broccoli green flower has and a stalk tough head a thick.,1.7375736963747013
384sentences.54,lowPMI_random,fiber nutrients vitamins high broccoli in other and is.,0.9232293026021972
384sentences.55,lowPMI_random,broccoli or boiled stir-fried raw can eaten be.,1.7499975333964364
384sentences.56,lowPMI_random,a a insect wings is large butterfly four with flying.,1.6605033407253815
384sentences.57,lowPMI_random,wings the butterflies very of and patterned can colorful be.,1.1265448015342898
384sentences.58,lowPMI_random,a transformation the butterfly caterpillar into is of a metamorphosis.,1.6542020515205211
384sentences.59,lowPMI_random,colorful of people collect wings their because butterflies some.,1.1824973205105302
384sentences.60,lowPMI_random,with carpenter a artist an wood manual works who is or laborer.,0.7494458987977429
384sentences.61,lowPMI_random,and other build repair carpenters houses and boats objects furniture.,1.5298638516028742
384sentences.62,lowPMI_random,pliers hammers tools planes saws use and such carpenters as.,0.9369726105450406
384sentences.63,lowPMI_random,a instruments luthier a repairs carpenter that musical is and makes.,0.6833934779869618
384sentences.64,lowPMI_random,with are a four cats small tail animals legs and furry.,1.4496624947268295
384sentences.65,lowPMI_random,to groom like their by fur themselves cats licking.,0.8253758792839514
384sentences.66,lowPMI_random,by can cats or mice often their birds owners fed hunt but are.,1.0064497287033392
384sentences.67,lowPMI_random,are of cats sharp retractable that they so claws the keep.,0.9356824085380938
384sentences.68,lowPMI_random,is to on furniture chair people a piece designed sit of a for.,0.6211306883901985
384sentences.69,lowPMI_random,by consist chairs seat a legs above supported level of raised floor.,0.6412756053758674
384sentences.70,lowPMI_random,also as cushion arm can well have back rests a and chairs as.,0.4785143023836945
384sentences.71,lowPMI_random,seats are chairs places cinemas located like vehicles in or in fixed.,1.0598721205691406
384sentences.72,lowPMI_random,instrument a clarinet a woodwind is musical.,1.1287130763030373
384sentences.73,lowPMI_random,bottom a is tube black long clarinet flare at the a a with.,1.166661643856623
384sentences.74,lowPMI_random,and pressing player chooses holes keys by notes the.,0.6818889302432841
384sentences.75,lowPMI_random,and classical clarinet used the both is jazz music in.,1.4783124135997852
384sentences.76,lowPMI_random,areas of the a that a atlantic lives the is in cod colder fish.,0.8439768039158744
384sentences.77,lowPMI_random,cooked flesh cod and when and mild-tasting easily is white flakes.,1.230964636820178
384sentences.78,lowPMI_random,is for dishes and cod cod used for chips elaborate fish fresh salted.,1.5856539597625912
384sentences.79,lowPMI_random,been of vikings traded has time caught salted since the and cod the.,0.8041352263164858
384sentences.80,lowPMI_random,coffee is coffee coffee from plant the the of made beans seeds.,1.3147901786713831
384sentences.81,lowPMI_random,served countries a drink usually is in and hot popular many coffee.,0.9439532707512136
384sentences.82,lowPMI_random,coffee awake contains mild keeps drug called people a that caffeine.,0.9359392629714984
384sentences.83,lowPMI_random,coffee agricultural is world's the legal export seventh-largest.,0.4500342573605953
384sentences.84,lowPMI_random,a falls desert a no natural environment rain is almost where.,1.07431969072964
384sentences.85,lowPMI_random,dunes with are rocks sand deserts or usually hot filled.,1.7010364525259314
384sentences.86,lowPMI_random,animals some plants to and in deserts have live adapted.,0.9991447809405516
384sentences.87,lowPMI_random,the africa biggest in sahara is northern hot desert the.,1.2472214446366303
384sentences.88,lowPMI_random,for a a at desk computer piece of with is a sometimes working furniture used.,1.181313418355752
384sentences.89,lowPMI_random,metal of can has flat wood a or surface plastic be and desk a made.,1.1924817684829183
384sentences.90,lowPMI_random,supplies to may papers store desk and have a drawers.,0.7090846262315139
384sentences.91,lowPMI_random,three cubicle a a of sides surrounded on partitions consists desk by.,0.7404834949758219
384sentences.92,lowPMI_random,a door a an or area from barrier to movable entrance exit enclosed is.,1.096745016540086
384sentences.93,lowPMI_random,locks most control who to through doors gets have to pass them.,0.7917523332657014
384sentences.94,lowPMI_random,after they a opened pushing most unlocked or are are pulling doors handle by.,0.8525629198892959
384sentences.95,lowPMI_random,revolving types other can doors chamber or a of of slide consist.,0.8054781083247848
384sentences.96,lowPMI_random,wear dress a piece sometimes clothing of women is a that.,1.1200357201198397
384sentences.97,lowPMI_random,like a shirt attached a matching dress to is a long skirt.,1.147123140394118
384sentences.98,lowPMI_random,a dress usually or such as dance wedding at formal worn occasions a a is.,1.2635910305259106
384sentences.99,lowPMI_random,in can it bike hard to a stairs or dress a climb be ride.,0.957374284674584
384sentences.100,lowPMI_random,the the is under driving effects of act driving alcohol of drunk.,1.0112215603349897
384sentences.101,lowPMI_random,of of world a driving most any vehicle crime the is drunk in.,0.9588737702152228
384sentences.102,lowPMI_random,a almost vehicle-related role all deaths it plays half in of.,0.6783279147944186
384sentences.103,lowPMI_random,caught drunk field tests are breathing drivers and sobriety by.,1.1623354822974397
384sentences.104,lowPMI_random,water the drought a lack is supply of persistent by a of rain caused shortage.,1.1736822482389253
384sentences.105,lowPMI_random,to will growing and die plants stop cause crops drought and.,0.9473469460844184
384sentences.106,lowPMI_random,turn drought eventually areas cause desert and famine will into extreme.,1.1890393827327896
384sentences.107,lowPMI_random,migrate numbers from have bowls to away of people large dust.,0.8403503318646983
384sentences.108,lowPMI_random,day birds eyesight hunt that very have large of are and the during good prey eagles.,0.7402604314598643
384sentences.109,lowPMI_random,sharp have eagles for beaks talons flesh and legs hooked tearing strong.,1.3233479205391123
384sentences.110,lowPMI_random,mammals eagles in species some and live and others small eyries fish eat.,1.2700555102045783
384sentences.111,lowPMI_random,bird and head the bright eagle states of has a is white the bald national the united.,1.0544465098120728
384sentences.112,lowPMI_random,other down the and and shake can buildings structures ground knock earthquakes.,0.9215924798930006
384sentences.113,lowPMI_random,volcanic landslides shaking can activity and trigger also the.,0.8880278916268194
384sentences.114,lowPMI_random,in earth's the caused of release the crust earthquakes are most energy by.,0.994680955093783
384sentences.115,lowPMI_random,sea an displace the can a earthquake seabed at and cause tsunami.,0.8307305952414435
384sentences.116,lowPMI_random,elephants largest kind are land mammal tons several of the weighing.,1.2250992827576834
384sentences.117,lowPMI_random,grab elephant an can a long or food called things a has trunk which nose.,0.8795056600544428
384sentences.118,lowPMI_random,of trees a objects pair elephant has digging moving tusks into for or the ivory.,0.9503568687366972
384sentences.119,lowPMI_random,the elephant its and the blood body them ears to large cool in its flaps.,0.9481080290286216
384sentences.120,lowPMI_random,the visual the is sensing for organ for eye light cortex and it an coding.,1.007457675474882
384sentences.121,lowPMI_random,which complex have color detect most can texture animals motion eyes and.,0.6957126434622469
384sentences.122,lowPMI_random,the the it human the part sensitive is center fovea most and eye of of the.,0.8114214251148629
384sentences.123,lowPMI_random,facing many up eyes eye of in directions have compound insects units made.,0.5756169100473111
384sentences.124,lowPMI_random,used animals or land to a farm plants is raise grow for food.,1.1941604457851245
384sentences.125,lowPMI_random,the run to people who are and what farm the farmers decide produce.,1.067876691169806
384sentences.126,lowPMI_random,for barn and house farms a a silo a usually farmers have.,0.8583553251432711
384sentences.127,lowPMI_random,the and where a farmers many land equipment cooperative is a share farm.,0.9410998463773596
384sentences.128,lowPMI_random,hand usually primates fingers each a and on have four thumb.,0.5222340429580377
384sentences.129,lowPMI_random,for writing are fingers activities grooming used and other grasping.,1.150539490747699
384sentences.130,lowPMI_random,fingertips the temperature are vibration to and pressure sensitive.,0.6243284733236378
384sentences.131,lowPMI_random,be nail the tip the can protects of grown decorated the finger or and.,0.8251330598441989
384sentences.132,lowPMI_random,water flood an submerges land expanse overflow of a of is an inhabited that.,1.208386523262136
384sentences.133,lowPMI_random,sea flood rapid caused as melt earthquakes rain as or by be at can heavy well snow.,0.9231357997088426
384sentences.134,lowPMI_random,break a of river channel its will a and in or out flood flow dams levees.,1.1265752949066947
384sentences.135,lowPMI_random,during diseases a people water evacuate and causes flood contaminated the.,0.7236704873321957
384sentences.136,lowPMI_random,is for on inside floor used a horizontal a walking surface a building.,1.0344879755942182
384sentences.137,lowPMI_random,wooden may floors of made floorboards concrete or linoleum be bare tile.,1.2540306093569051
384sentences.138,lowPMI_random,put a dampen carpets on often comfort to for floor people and noise.,0.6385093979169595
384sentences.139,lowPMI_random,in buildings floor wiring it often under pipes electrical and has the.,0.6730344328907528
384sentences.140,lowPMI_random,a foot a body a leg on of end is part the.,1.0934967726315148
384sentences.141,lowPMI_random,people straight use or running when standing their feet walking.,1.1198944554925994
384sentences.142,lowPMI_random,to sports fighting feet people and their both in also kick use.,0.703145760806024
384sentences.143,lowPMI_random,many rules related have feet cultures for to behavior.,0.6155202384091932
384sentences.144,lowPMI_random,a forest an and density cover trees with a area high of canopy is.,1.2011648192217224
384sentences.145,lowPMI_random,its and of depends in type on rainfall location forest temperature the.,0.8656398994550825
384sentences.146,lowPMI_random,plants as trees ecosystem various well has ground types as and of forest a animals.,0.6350571631022218
384sentences.147,lowPMI_random,forests deforestation disregarding regeneration is down the of cutting.,0.6858476200016504
384sentences.148,lowPMI_random,several and tines a a handle for eating is with fork solid foods tool a.,1.0600476225797133
384sentences.149,lowPMI_random,plastic if are made forks of usually or disposable metal.,1.0456205057435997
384sentences.150,lowPMI_random,to forks hold lift cutting food used are mouth or in place while to food to the.,0.7157941566240188
384sentences.151,lowPMI_random,forks are in for are foods kinds cultures and western there special various used.,0.9465273029460182
384sentences.152,lowPMI_random,a frying is and sloping handle a a pan sides with small pan.,1.3786867466893402
384sentences.153,lowPMI_random,pan to brown is and food a frying fry used sear.,1.15223698121579
384sentences.154,lowPMI_random,oil cooked is bottom the the covering pan food of on the.,1.2559546894047382
384sentences.155,lowPMI_random,pans of or iron teflon-clad are made frying steel.,1.1922583924325263
384sentences.156,lowPMI_random,reached has is female yet girl human not maturity a who a.,0.9120655431425484
384sentences.157,lowPMI_random,woman at the girl a of puberty that of a body into develops.,1.0726476510136855
384sentences.158,lowPMI_random,like playing often social dolls games with girls and.,1.1299319009083368
384sentences.159,lowPMI_random,sometimes girls hair skirts wear and and grow long dresses.,1.5552117569494583
384sentences.160,lowPMI_random,the a glove a and piece fingers hand clothing covers of is that.,0.8174360121804759
384sentences.161,lowPMI_random,protect are waterproof against cold to wool lined of made gloves or material.,0.9422866648578486
384sentences.162,lowPMI_random,hands rubber used germs chemicals to gloves shield disposable are or latex or from.,1.6676448723119097
384sentences.163,lowPMI_random,four are of a where glove together mitten is the kind covered fingers a.,0.6800956449755906
384sentences.164,lowPMI_random,is to object to hammer impact a tool deliver an used a an.,1.1010646063020777
384sentences.165,lowPMI_random,a most often hammer to drive wood into used is nails.,1.1765788286800758
384sentences.166,lowPMI_random,be claw to head nails can used on the the remove.,0.9351204257270131
384sentences.167,lowPMI_random,in of handle the and length hammers vary the shape head.,1.0353039363832703
384sentences.168,lowPMI_random,explosive is grenade a as a used people hand weapon an against.,1.210170901296843
384sentences.169,lowPMI_random,hand are to timed and grenades bit after that thrown a explode.,0.6145734098561697
384sentences.170,lowPMI_random,be from can grenades launchers rifles also or shoulder fired.,0.7209359292584524
384sentences.171,lowPMI_random,mob to of are into tear it the disperse grenades middle gas a thrown.,0.9879068418757292
384sentences.172,lowPMI_random,hoofed a is four with a mammal legs horse long large muscular.,1.168534198019504
384sentences.173,lowPMI_random,a a and tail brown is has horse on its usually gray or a and neck mane.,1.052872536666943
384sentences.174,lowPMI_random,and used been entertainment work travel have for draft horses.,0.5803006076000661
384sentences.175,lowPMI_random,a human ride trots gallops a or while walks it horse can.,1.0289991930490483
384sentences.176,lowPMI_random,to sick they hospitals be people go when to are healed or injured.,0.6578926998916726
384sentences.177,lowPMI_random,nurses surgeons are by professional staffed hospitals physicians and.,1.8346378535194188
384sentences.178,lowPMI_random,go the day diagnosis patients leaving there for or same specialist some therapy.,0.6084258027796524
384sentences.179,lowPMI_random,or for patients have treatments several some to operations stay for weeks.,1.1864196983711552
384sentences.180,lowPMI_random,or house a families permanent a people is building to in or structure live for.,0.9559996361887172
384sentences.181,lowPMI_random,light and to windows out roof rain a has walls and in house to cold and a keep let.,0.8457019563617593
384sentences.182,lowPMI_random,have a for purposes rooms or house like can sleeping cooking washing.,0.8307053679666397
384sentences.183,lowPMI_random,to come people at house to and the leave and eat night most work sleep back.,0.9051685951789986
384sentences.184,lowPMI_random,of snow from a of an inuit shelter by is made igloo blocks type.,0.9812222611172996
384sentences.185,lowPMI_random,time where land places igloos covers are in of most built snow the the.,1.063587823714934
384sentences.186,lowPMI_random,entrance igloos often shape the in an are of tunnel a with built dome.,0.7715448993978075
384sentences.187,lowPMI_random,snow air the space insulate warms pockets and in body heat igloos.,1.132760468467498
384sentences.188,lowPMI_random,with things a is tool knife is to that sharp cut edge used a a.,1.2118390481999988
384sentences.189,lowPMI_random,metal modern consist and handle a knives usually made of of blade a.,0.9582527861314776
384sentences.190,lowPMI_random,also as in been instruments rituals knives have weapons used and.,0.8582493095977801
384sentences.191,lowPMI_random,or knife a used be throwing attack stabbing slashing can to by.,1.1771855870550267
384sentences.192,lowPMI_random,of plant of seeds a the lentils are the family legume.,1.1574955921618366
384sentences.193,lowPMI_random,or brown can be yellow black green red lentils.,1.1251213508925153
384sentences.194,lowPMI_random,mediterranean indian are commonly cuisines and in used lentils.,0.9681394790605932
384sentences.195,lowPMI_random,of a cooked boiling source are and great protein by are lentils.,0.6941690214159365
384sentences.196,lowPMI_random,vegetable often climates plant lettuce in is biennial a as a grown temperate leaf.,1.1490634642666544
384sentences.197,lowPMI_random,cooked and and cold lettuce in can eaten dishes other be raw salads or.,1.567992311240716
384sentences.198,lowPMI_random,suitable for to fairly and grow crop beginners is considered lettuce a easy.,1.133741414983023
384sentences.199,lowPMI_random,most lettuce taste remove bred bitterness bitter the some to are but leaves.,1.0906849265864018
384sentences.200,lowPMI_random,of is a documents library kept place where media is a and books a collection.,0.8056292873500713
384sentences.201,lowPMI_random,organizing at at and and work are finding information libraries experts librarians.,0.7799379540185554
384sentences.202,lowPMI_random,people can to for books to weeks home libraries and public borrow take several go.,0.974322754497172
384sentences.203,lowPMI_random,academic scholarly have books support specialized libraries and research.,1.9359961606739275
384sentences.204,lowPMI_random,logs log a a round house small from cabin is built.,1.5072516918166092
384sentences.205,lowPMI_random,humble frontier is symbol and cabin of life origins a american log.,1.0370658196948663
384sentences.206,lowPMI_random,european used were settlers shelters by cabins as first log.,1.1321506826497922
384sentences.207,lowPMI_random,the notch were using at cabins logs joints ends built with log.,1.0010171189563968
384sentences.208,lowPMI_random,adult a a is man male human.,1.1818543244322357
384sentences.209,lowPMI_random,through after boy becomes puberty passing man a a.,0.964941002890828
384sentences.210,lowPMI_random,and virility masculinity with manhood is associated.,1.045400606581894
384sentences.211,lowPMI_random,body women from structure weight and differ in height men.,0.824590362769575
384sentences.212,lowPMI_random,a feed young by is to white liquid female their produced milk mammals.,0.9256123575874582
384sentences.213,lowPMI_random,solid eat milk be animals newborn food they must before can fed.,1.1693375704237428
384sentences.214,lowPMI_random,cheese products as and from are made milk such butter dairy.,1.1333033622678077
384sentences.215,lowPMI_random,sometimes coconuts from milk is produced called soybeans liquid and.,1.378130683423663
384sentences.216,lowPMI_random,small emit flying mosquitos that are sound thin insects high-pitched a.,0.8429779734461043
384sentences.217,lowPMI_random,piercing have for the and of plants animals mouthparts skin mosquitoes.,0.9353920503830752
384sentences.218,lowPMI_random,for blood animals people mosquitoes female protein suck bite and their and.,1.0963848129642777
384sentences.219,lowPMI_random,malaria bites other yellow diseases fever and can spread mosquito parasite.,1.3908400791614666
384sentences.220,lowPMI_random,a land mountain a above landform that surrounding is steeply rises.,0.9811884270984416
384sentences.221,lowPMI_random,the at and than rise mountains top have higher sometimes snow hills.,0.8975052728022381
384sentences.222,lowPMI_random,plate mountains of collision to tectonic range forms due a.,0.9596878245164264
384sentences.223,lowPMI_random,up or are people mountains hike climb who mountaineers.,0.975740590727015
384sentences.224,lowPMI_random,is when eat we mouth in the face put we cavity the food.,0.8830839562713096
384sentences.225,lowPMI_random,chew teeth has mix and the food saliva mouth it to with.,0.9180778396394506
384sentences.226,lowPMI_random,the also kissing talking is and mouth for used.,0.6895597810569711
384sentences.227,lowPMI_random,the controlled are mouth placement in sounds by tongue speech.,0.6196591336143278
384sentences.228,lowPMI_random,cup liquids for sturdy a a drinking handle a hot is mug with.,1.5587252257871334
384sentences.229,lowPMI_random,of metal be normally but a glass can or is also mug made ceramic.,0.9835892315880291
384sentences.230,lowPMI_random,thermal ring is and for mug has base insulation thick a a.,0.9528111624503496
384sentences.231,lowPMI_random,mugs be drawings have or can carved on them plain or imprinted.,0.7179500987198479
384sentences.232,lowPMI_random,intent is murder killing with another of being the unlawful human.,1.146888595028865
384sentences.233,lowPMI_random,their a murder because crime existence deprives of victim serious it the.,0.8839054413365761
384sentences.234,lowPMI_random,or self-defense accidentally murder in is not war in killing considered.,0.8387342236950116
384sentences.235,lowPMI_random,murderer given death is often convicted sentence the life a a or penalty.,1.0001919516309976
384sentences.236,lowPMI_random,orange the is drink in juice made liquid pulp a from orange.,1.539370787990915
384sentences.237,lowPMI_random,a of acid a and taste c juice has contains sweet vitamin lot orange.,1.0360888335519365
384sentences.238,lowPMI_random,as contains squeezed orange well pulp often juice freshly.,1.27434958291881
384sentences.239,lowPMI_random,often orange at glass is a juice from breakfast drunk.,1.1221978225682094
384sentences.240,lowPMI_random,tropical and that a parrot a regions in is lives warm bird.,0.9273292881726918
384sentences.241,lowPMI_random,curved a have brightly-colored beak sharp and feathers parrots.,1.2300112146365694
384sentences.242,lowPMI_random,the they human parrots if can repeatedly imitate voice it hear.,0.7686164111141293
384sentences.243,lowPMI_random,their makes appearance popular abilities pets them and.,0.6286829722110624
384sentences.244,lowPMI_random,a characteristic peach an a orange-yellow is with smell fruit.,0.9515113470682858
384sentences.245,lowPMI_random,is hairs in peach the and small covered a fine of skin thin.,1.0321425998198324
384sentences.246,lowPMI_random,large which red-brown peaches inside have seed a stone the contains.,0.7751047531038832
384sentences.247,lowPMI_random,delicate are and and after be harvested ripening sweet must peaches.,1.0978699201908655
384sentences.248,lowPMI_random,popular of by a musical the piano played is means instrument a keyboard.,1.4239100533259563
384sentences.249,lowPMI_random,hit vibrating a key hammer felt-tipped string a piano to causes steel a pressing.,1.3850916696187292
384sentences.250,lowPMI_random,to piano range the quality and enormous pedals the note has an sound change.,0.72095551548814
384sentences.251,lowPMI_random,solo give and is piano the concerts pianists repertoire famous can large.,1.0452882862234838
384sentences.252,lowPMI_random,fish are ferocious that american in south rivers small live piranhas.,1.072099902780908
384sentences.253,lowPMI_random,active the schools attack are and during day live and piranhas most in.,0.8121124440455106
384sentences.254,lowPMI_random,opportunistic and have very carnivores are teeth sharp piranhas.,1.4236558095015583
384sentences.255,lowPMI_random,eat and carrion piranhas insects mammals fish lizards.,1.7851853705045089
384sentences.256,lowPMI_random,or clearings that a raspberry the fields in is grows forest fruit.,0.9361163375461204
384sentences.257,lowPMI_random,consists a many together raspberry joined single fruits small of.,0.9319322913362336
384sentences.258,lowPMI_random,raspberries jam are by sugar themselves or into eaten with cooked.,1.1695077040219608
384sentences.259,lowPMI_random,herbal in used raspberry of leaves teas or the fresh dried are.,1.1957431743205034
384sentences.260,lowPMI_random,bird large that black is in climates raven thrives a a many.,1.188510848196646
384sentences.261,lowPMI_random,on carrion feed small berries animals insects ravens or.,1.4674666085275514
384sentences.262,lowPMI_random,ravens solving have of capable and problem large brains are.,0.8719886838027179
384sentences.263,lowPMI_random,are in of tricksters ravens also folklore and ill-omen birds.,1.243631446756155
384sentences.264,lowPMI_random,preserve refrigerator a cooling a food used and contain is device to.,0.9261761880853412
384sentences.265,lowPMI_random,at freezing refrigerators have some a can compartment temperature small.,1.0172766279373853
384sentences.266,lowPMI_random,types refrigerator a shelves have for of and food different can small compartments.,0.9005627019548251
384sentences.267,lowPMI_random,magnets its and generally often people on surface refrigerator is a put white.,0.7723249183892719
384sentences.268,lowPMI_random,with a firearm and has the a that a barrel rests twisting is on rifle shoulder grooves.,1.0349043999693528
384sentences.269,lowPMI_random,the rifle the they as the around through the bullets make air grooves spin fly axis.,0.8823311885648127
384sentences.270,lowPMI_random,rifles scopes are in sometimes hunting and with used sports shooting.,1.0453186107515873
384sentences.271,lowPMI_random,infantry are can in standard rifles bursts the weapon fire and assault.,0.8534862015294624
384sentences.272,lowPMI_random,water spawn back salmon the is to that migrates and a fish ocean to from fresh.,1.2092122354318509
384sentences.273,lowPMI_random,high has flesh salmon a is protein and or and orange nice taste content red.,1.1225517851708269
384sentences.274,lowPMI_random,grilling eaten ways or sushi in or be raw can poaching by cooked other in salmon.,0.9345334830184188
384sentences.275,lowPMI_random,salmon it most be also the fish in though common the wild is farmed caught can.,0.982962571497238
384sentences.276,lowPMI_random,abrasive a is hard hard saw a materials cut to uses that a or blade wire tool.,1.2380755414988074
384sentences.277,lowPMI_random,the teeth points saw along small sharp called the side the of are the cutting.,0.9218986957414368
384sentences.278,lowPMI_random,by gas saws electric can engine by hand or be worked motor an or powered.,1.0090401355975809
384sentences.279,lowPMI_random,carpentry forestry used medicine construction are and extensively saws in.,0.8914568036326934
384sentences.280,lowPMI_random,knowledge scientist the produces world new about studies and a physical.,1.0140649213706447
384sentences.281,lowPMI_random,hypotheses a does them creates test scientist to experiments and.,0.8108205697896316
384sentences.282,lowPMI_random,of classic chemistry and sciences examples are biology physics.,1.0299165427215011
384sentences.283,lowPMI_random,publish scientists journals their conferences and in research.,1.6729286703706332
384sentences.284,lowPMI_random,scissors for are two-bladed a used cutting instrument.,0.7178587112294533
384sentences.285,lowPMI_random,usually with blades the handles plastic are or metal metallic.,1.6864091197560438
384sentences.286,lowPMI_random,format fabric paper and depending can hair cut size or the on scissors.,0.9762529835871702
384sentences.287,lowPMI_random,shears are scissors pieces metal used of cutting or shrubs for large.,1.7866030778359845
384sentences.288,lowPMI_random,into screws for a screwdriver a something and is inserting tightening tool.,1.351603356573573
384sentences.289,lowPMI_random,to be also after screws screwdrivers remove inserted can they used are.,1.0590927550331926
384sentences.290,lowPMI_random,rotating the screwdriver applies the the tip from handle torque.,1.0333475393214926
384sentences.291,lowPMI_random,the flathead two phillips are of and major types screwdrivers.,1.0823007648435583
384sentences.292,lowPMI_random,shark a a with is cartilage skeleton large a fish.,1.7484465437849346
384sentences.293,lowPMI_random,dorsal a have streamlined fin large with bodies sharks.,1.3209793575407716
384sentences.294,lowPMI_random,most jaws sharks with mammals fish powerful predate on and.,0.8218931938061332
384sentences.295,lowPMI_random,detect and very fields can have electrical keen sharks senses.,0.8383182935493191
384sentences.296,lowPMI_random,and a is floats that travels vehicle large ship water on a.,1.0442736295477533
384sentences.297,lowPMI_random,diesel a can the in powered or ship ocean engines by steam be sails.,1.2391162053422355
384sentences.298,lowPMI_random,fish transport and to in ships are ocean used to the cargo containers.,1.1766851094997486
384sentences.299,lowPMI_random,ships cruise hotels cities take that between are floating people.,0.8289586497063559
384sentences.300,lowPMI_random,a with shoe a and is sole foot for outsole clothing a heel an the.,0.7867075927891577
384sentences.301,lowPMI_random,or made usually plastic canvas rubber are of leather shoes.,1.0977245555711792
384sentences.302,lowPMI_random,high styles in have heels women's shoes come often many and and colors.,0.5430329175380094
384sentences.303,lowPMI_random,and for is activity sports sneaker athletic a a shoe.,1.4435059814452011
384sentences.304,lowPMI_random,forces fights of a national the land soldier is armed member on who a.,0.8882844386274485
384sentences.305,lowPMI_random,wear soldier uniform militia camouflage must a in the a usually.,1.2387329388167072
384sentences.306,lowPMI_random,in a army or for work a her is his paid soldier volunteer.,0.9330124563025588
384sentences.307,lowPMI_random,and using fights grenades as rifles soldier weapons such a.,0.7236897242343135
384sentences.308,lowPMI_random,sharpened at of that pole a end are weapons and consist one head spears.,0.6568648211928525
384sentences.309,lowPMI_random,most spears personal weapon common of were before the the advent firearms.,0.8516352802761704
384sentences.310,lowPMI_random,stabbing were for or in when fighting war used throwing spears.,0.8433203179621546
384sentences.311,lowPMI_random,some fishing native still hunting use the and people for spear.,1.1555507228710762
384sentences.312,lowPMI_random,make legs are insects silk that eight with spiders.,0.8317894758613572
384sentences.313,lowPMI_random,silk build with and catch them to insects webs use spiders.,1.3243778987842438
384sentences.314,lowPMI_random,stuck paralyse use venomous prey their to fangs spiders.,1.337189363988868
384sentences.315,lowPMI_random,big can spiders small as as be as as bird a coin a or.,1.027508795510405
384sentences.316,lowPMI_random,inundation to are spongy land low swamps subject frequent.,1.0690136701660722
384sentences.317,lowPMI_random,swamp a covered water is and vegetation with mud shallow.,1.588633746116459
384sentences.318,lowPMI_random,are swamps and for nesting and reptiles breeding birds grounds.,1.4512925632277291
384sentences.319,lowPMI_random,arable produce often drain land fertile to swamps farmers.,1.1690570724090128
384sentences.320,lowPMI_random,for on is heavy torso sweater garment the warmth a worn a.,1.1114917305979737
384sentences.321,lowPMI_random,wool are also but sweaters often common from cotton is knitted.,0.8714304195006863
384sentences.322,lowPMI_random,down that opens cardigan the is called front sweater a a.,0.9627746341443713
384sentences.323,lowPMI_random,and cut in as shape sweaters sleeve decoration differ well collar as.,0.7816960979267963
384sentences.324,lowPMI_random,surface table a piece a a and of legs flat is furniture with.,1.1198360876808269
384sentences.325,lowPMI_random,sit are there around to table a people usually chairs for.,0.8986172566540668
384sentences.326,lowPMI_random,together food to and people a set plates a eat cutlery on table meal.,0.9065545769429448
384sentences.327,lowPMI_random,to are or as on surfaces work also used tables write.,0.7835525652719463
384sentences.328,lowPMI_random,moving television a appliance an images a displays that is with screen.,0.9480824008703252
384sentences.329,lowPMI_random,televisions used programs mostly films are for or watching.,1.335171782773413
384sentences.330,lowPMI_random,when play connected videogames used a console are to to they game.,0.9363860071646688
384sentences.331,lowPMI_random,television internet content be cable broadcast or or can via received.,1.6046903712438438
384sentences.332,lowPMI_random,taking theft person's consent the their is without property of.,0.8682176445687017
384sentences.333,lowPMI_random,to or to own it receivers thieves steal to something sell.,0.9324430926648024
384sentences.334,lowPMI_random,or punishable a and jail is can with fines crime be theft.,0.5536670577519626
384sentences.335,lowPMI_random,intellectual ideas espionage is property and of theft industrial.,1.0971893800357335
384sentences.336,lowPMI_random,heating toasting is kitchen using toaster appliance bread elements a for a.,1.3311576652334116
384sentences.337,lowPMI_random,and toasters in it done a bread slot pop-up placed toast the once eject.,0.6323340299294323
384sentences.338,lowPMI_random,tray and on a side the control ovens have a door temperature within toaster.,0.9181056273202932
384sentences.339,lowPMI_random,to they cooked with be or allow toppings bread like garlic cheese.,1.130123338506833
384sentences.340,lowPMI_random,shiny a fruit a and the tomato red is with smooth savory taste.,1.5343578890912473
384sentences.341,lowPMI_random,color ripe and as changes tomato softens gets red green more to it a from.,0.8808881760230545
384sentences.342,lowPMI_random,ketchup can salads well sauce soup to or tomatoes make be used as as.,0.7819568876482619
384sentences.343,lowPMI_random,many tomato and varieties sizes tastes there are with of different.,1.320615638828845
384sentences.344,lowPMI_random,series track a between connected train is on moves cars a that stations a of.,0.9949302159394804
384sentences.345,lowPMI_random,the is locomotive a by train diesel or electricity pulled by powered.,1.5790702374286918
384sentences.346,lowPMI_random,long over of transports freight a distances or train goods fuel containers.,1.1323732340581059
384sentences.347,lowPMI_random,between trains people suburbs a stations inside city transport and commuter.,0.7289186599459675
384sentences.348,lowPMI_random,a train is off get train or place where a passengers on a station.,1.0049147181749802
384sentences.349,lowPMI_random,stations or for machines purchasing have counters train tickets.,0.9558437964911668
384sentences.350,lowPMI_random,to are in and station places eat waiting rooms there a.,0.9099125982342272
384sentences.351,lowPMI_random,from trains cargo next platform passengers a line or to enter the.,1.0184862181586614
384sentences.352,lowPMI_random,a cyclone is sea storm over warm formed tropical a tropical.,1.4838797302610447
